,Category,Supplier,Region,Store_Size,Snapshot_Date,Season,Current_Stock,Daily_Sales,Reorder_Level,Lead_Time_Days,Unit_Price,Discount_Percent,Shelf_Capacity,Promotion,Holiday_Week,Days_Since_Last_Restock,Customer_Demand_Index,Weather_Impact,Is_Perishable,Stock_Coverage_Days,Price_per_Demand,Supplier_Lead_Reliability,Store_Age_Years,Last_Audit_Score,Competitor_Price_Index,Random_Noise_A,Out_of_Stock
71377,Dairy,Supplier_S1,South,Large,8/11/2025,Summer,63,11.125,60,3,6.6,0,104.5,No,No,4,87,Low,1,9.15,0.561,0.748,5,95.4,7.87,62.82,0
71378,Personal Care,Supplier_K2,East,Medium,7/25/2025,Fall,4,1.27,10,4,3.16,0,21,No,No,5,41.7,High,0,2.92,1.785,1.167,16,96.9,2.86,66.57,0
71379,Produce,Supplier_N2,West,Small,7/8/2025,Winter,23,1.5,4,2,2.56,0,40,No,No,3,61.2,Low,1,14.38,1.28,0.872,22,67.7,2.21,61.92,0
71380,Meat,Supplier_M1,Central,Small,8/25/2025,Spring,4,2.01,9,2,0.71,0,36,No,No,1,69.7,High,1,1.9,0.283,1.004,14,74.3,0.83,52.57,1
71381,Meat,Supplier_K2,Central,Small,6/25/2025,Summer,23,3.14,26,4,3.23,0,47,No,No,1,60.7,Low,1,7.1,0.887,1.167,17,63.2,3,31.48,0
71382,Snacks,Supplier_J2,West,Small,7/29/2025,Fall,7,1.26,2,1,1.54,0,23,No,No,3,47.9,Low,0,5.15,0.875,1.102,28,93,1.67,81.3,0
71383,Beverages,Supplier_J1,Central,Small,8/21/2025,Fall,0,0.29,3,4,2.89,0,33,No,No,2,64.8,Medium,0,0,3.658,1.172,29,70.8,3.41,26.84,1
71384,Beverages,Supplier_J2,North,Medium,6/4/2025,Fall,0,1.1,3,3,1.93,0,20,No,No,2,41,High,0,0,1.206,1.102,32,98.1,1.99,44.36,1
71385,Frozen,Supplier_B2,North,Medium,8/17/2025,Winter,29,2.34,2,1,0.72,0,36,Yes,No,1,61.8,Medium,1,11.89,0.254,0.929,6,92.3,0.86,48.68,0
71386,Beverages,Supplier_F1,East,Medium,8/8/2025,Summer,11,1.2,6,2,1.32,0,21,Yes,No,2,47.3,Low,0,8.46,0.776,0.847,33,96.8,1.62,44.17,0
71387,Canned Goods,Supplier_H1,South,Medium,6/21/2025,Fall,2,1.75,9,4,1.25,0,38,No,No,5,40,High,0,1.08,0.556,0.97,8,67.3,1.1,56.68,0
71388,Frozen,Supplier_K1,South,Small,7/23/2025,Fall,7,0.62,4,2,4.76,0,16,No,Yes,2,66,High,1,9.72,4.25,0.827,17,84.6,5.4,55.82,0
71389,Personal Care,Supplier_P1,North,Medium,8/16/2025,Fall,25,5.91,60,8.5,7.01,0,77,Yes,No,3,73.3,Low,0,4.16,1.094,0.975,33,77.9,8,68.61,0
71390,Beverages,Supplier_H2,South,Small,6/3/2025,Spring,1,0.62,2,2,9.765,0,15,Yes,No,1,67.2,Low,0,1.39,4.277,1.095,11,84.6,10.335,64.09,0
71391,Produce,Supplier_B1,Central,Small,6/26/2025,Winter,38,2.71,6,1,6.08,0,50,No,No,0,69.1,Low,1,13.52,1.894,0.71,33,96.4,7.58,39.55,0
71392,Beverages,Supplier_M2,East,Medium,8/6/2025,Winter,63,11.125,60,8,9.765,0,104.5,No,No,0,100,Medium,0,6.02,0.89,0.816,33,86.5,10.335,74.95,0
71393,Produce,Supplier_F1,West,Large,7/18/2025,Spring,8,1.98,13,3,2.89,0,31,No,No,1,62,Medium,1,3.85,1.165,0.847,23,71.8,2.95,39.5,0
71394,Bakery,Supplier_C2,Central,Medium,7/3/2025,Summer,0,1.43,8,1,1.81,0,15,No,No,7,54,Medium,1,0,0.938,1.058,12,80.1,2.04,40.89,1
71395,Snacks,Supplier_E2,South,Medium,6/8/2025,Fall,13,3.06,6,2,2.66,0,26,Yes,No,1,56,High,0,4.11,0.747,0.724,22,63.4,3.18,39.61,1
71396,Beverages,Supplier_B1,North,Small,7/13/2025,Spring,22,0.86,12,5,5.87,0,23,No,Yes,2,61.6,Medium,0,22.535,4.277,0.71,23,80.5,5.46,73.28,0
71397,Canned Goods,Supplier_F1,Central,Small,8/18/2025,Summer,6,0.91,2,1,6.48,0,39,No,Yes,0,68.5,Low,0,5.94,4.277,0.847,16,64,5.79,53.13,0
71398,Produce,Supplier_A1,West,Small,8/1/2025,Summer,37,7.38,16,1,2.94,0,46,No,Yes,2,87.4,High,1,4.95,0.373,0.722,14,63.8,3.62,82.08,0
71399,Snacks,Supplier_M2,Central,Small,8/6/2025,Spring,25,1.53,2,1,3.52,0,27,No,Yes,3,60.3,Low,0,15.34,1.734,0.816,26,76.1,3.95,44.73,0
71400,Beverages,Supplier_I2,South,Small,6/8/2025,Summer,52,2.49,10,2,4.75,0,59,No,No,2,57.9,Medium,0,20.08,1.589,1.1,28,72.8,4.46,38.84,1
71401,Produce,Supplier_L1,Central,Small,8/14/2025,Fall,21,0.62,2,4,5.47,0,41,Yes,No,0,65.4,Medium,1,22.535,4.277,1.173,15,94.9,4.78,48.7,0
71402,Personal Care,Supplier_D2,East,Small,8/8/2025,Summer,4,1.1,5,1,3.78,0,18,Yes,No,0,61.1,Low,0,3.33,2.362,0.895,29,71.8,3.24,41.82,0
71403,Meat,Supplier_C1,South,Small,6/5/2025,Spring,18,0.71,2,1,0.66,0,34,No,No,5,49.2,Medium,1,22.22,0.545,0.988,16,74.4,0.56,52.69,0
71404,Dairy,Supplier_R2,Central,Large,8/14/2025,Fall,21,2.57,10,2,8.84,0,31,No,No,2,40.2,High,1,7.87,2.879,0.718,8,67,7.82,11.5,0
71405,Dairy,Supplier_S2,East,Medium,7/20/2025,Summer,36,8.05,26,2,1.63,0,70,No,No,0,77.3,Medium,1,4.42,0.191,0.983,10,90.8,1.52,47.63,0
71406,Canned Goods,Supplier_J1,West,Medium,6/29/2025,Summer,26,1.46,19,5,2.39,0,30,No,No,1,61.8,Low,0,16.67,1.219,1.172,9,69.3,2.3,24.23,0
71407,Meat,Supplier_H2,South,Medium,8/5/2025,Winter,23,3.04,9,2,6.16,0,31,Yes,No,1,74.4,Low,1,7.32,1.74,1.095,29,70.6,7.07,22.01,0
71408,Household,Supplier_E1,South,Small,8/28/2025,Summer,37,0.89,9,4,9.765,0,46,Yes,No,1,71.6,Medium,0,22.535,4.277,1.003,33,85.3,9.51,59.77,0
71409,Beverages,Supplier_O1,East,Medium,7/24/2025,Summer,14,2.92,11,2,5.53,0,32,No,No,0,61.3,High,0,4.64,1.617,1.148,5,82.1,5.32,68.45,0
71410,Frozen,Supplier_S1,South,Medium,8/12/2025,Winter,25,2.33,13,1,2.05,0,25,No,No,3,52.4,High,1,10.29,0.724,0.748,14,74.7,2.13,48.98,0
71411,Meat,Supplier_S2,East,Medium,6/20/2025,Summer,9,1.93,4,1,2.45,0,17,No,No,2,49,Low,1,4.43,1.008,0.983,5,75.2,2.39,45.68,0
71412,Bakery,Supplier_J2,West,Small,7/30/2025,Spring,6,0.3,2,1,1.94,0,14,No,No,4,46,Low,1,15,2.425,1.102,6,86.5,2.38,71.18,0
71413,Bakery,Supplier_J1,Central,Medium,8/16/2025,Fall,8,0.48,2,1,2.02,0,14,No,No,4,42.2,Medium,1,13.79,2.061,1.172,30,77.5,2.15,47.51,0
71414,Household,Supplier_K2,Central,Medium,8/22/2025,Fall,28,1.49,19,8.5,4.03,0,34,No,No,1,46.3,Medium,0,17.61,2.025,1.167,22,84.8,3.74,52.18,0
71415,Frozen,Supplier_G1,North,Small,7/5/2025,Summer,5,1.16,4,3,4.98,0,12,No,No,3,62.4,Low,1,3.97,3,1.105,8,89.7,5.62,36.57,0
71416,Dairy,Supplier_O2,North,Medium,8/13/2025,Summer,3,1.75,6,2,2.7,0,14,No,No,8.5,55,Low,1,1.62,1.2,1.138,11,63.9,2.34,64.81,0
71417,Dairy,Supplier_F2,North,Small,7/9/2025,Winter,7,0.9,9,5,1.24,0,17,Yes,No,4,69.5,High,1,7,0.886,1.242,31,88,1.4,39.97,0
71418,Snacks,Supplier_P1,South,Large,7/14/2025,Summer,39,11.125,60,3,1.41,0,76,No,No,2,100,High,0,2.22,0.079,0.975,29,84.7,1.72,54.96,0
71419,Frozen,Supplier_U1,North,Medium,6/10/2025,Winter,24,3.31,11,1,1.23,0,34,Yes,No,1,83.1,Low,1,7.04,0.323,1.262,19,85.3,1.46,50.58,0
71420,Dairy,Supplier_O2,South,Small,6/15/2025,Winter,25,3.31,25,5,6.16,0,45,No,No,1,58.9,Low,1,7.33,1.617,1.138,17,67.2,6.81,50.31,0
71421,Frozen,Supplier_C2,West,Medium,6/10/2025,Winter,6,1.55,9,4,2.03,0,57,No,Yes,3,72.2,Low,1,3.64,0.99,1.058,10,93.4,1.84,46.6,0
71422,Frozen,Supplier_J1,Central,Small,8/10/2025,Spring,5,0.33,4,1,2.75,0,25,Yes,No,3,65.8,Medium,1,11.63,3.313,1.172,15,98.3,3.08,31.8,0
71423,Beverages,Supplier_T1,Central,Small,6/28/2025,Summer,11,4.6,19,2,1.33,0,93,No,No,7,73,High,0,2.34,0.261,0.812,19,96,1.15,22.32,0
71424,Snacks,Supplier_U1,South,Small,8/13/2025,Fall,61,5.27,60,6,3.26,0,98,Yes,No,3,63.4,Low,0,11.36,0.565,1.262,1,94.7,3.25,52.94,0
71425,Dairy,Supplier_F2,Central,Small,8/6/2025,Fall,10,1.09,2,1,8.91,0,35,Yes,No,2,59.1,High,1,8.4,4.277,1.242,3,93.4,7.93,35.08,1
71426,Frozen,Supplier_B2,West,Large,6/11/2025,Fall,12,11.125,29,1,3.09,0,92,No,No,1,100,Low,1,0.64,0.162,0.929,18,84.8,3.05,35.86,0
71427,Household,Supplier_O2,Central,Large,7/18/2025,Summer,27,10.98,60,5,9.51,0,46,No,No,6,83.7,Low,0,2.44,0.828,1.138,18,75.3,10.27,49.97,1
71428,Bakery,Supplier_D1,North,Small,8/6/2025,Winter,48,5.19,39,3,4.76,0,90,No,No,3,72.9,High,1,9.07,0.837,1.015,3,94.4,5.83,42.61,0
71429,Canned Goods,Supplier_C1,North,Medium,6/8/2025,Winter,36,9.53,60,5,3.02,0,63,No,No,1,97,Medium,0,3.74,0.301,0.988,20,92.9,3.26,18.09,1
71430,Produce,Supplier_B1,West,Small,8/24/2025,Summer,36,4.04,12,2,5.42,0,52,Yes,Yes,2,80.8,High,1,8.7,1.194,0.71,22,80.1,6.48,42.52,1
71431,Canned Goods,Supplier_S2,East,Medium,8/10/2025,Spring,34,1.28,35,8.5,1.43,0,40,No,Yes,2,54,Medium,0,22.535,0.803,0.983,27,94.4,1.55,38.34,0
71432,Personal Care,Supplier_R2,West,Medium,6/7/2025,Winter,9,0.96,5,2,4.02,0,17,No,No,1,38.1,Low,0,8.49,2.753,0.718,12,63.4,4.03,63.81,0
71433,Snacks,Supplier_D2,North,Large,8/10/2025,Winter,60,11.125,60,4,4.23,0,67,No,Yes,2,85,High,0,4.65,0.318,0.895,25,75.6,5.24,59.51,0
71434,Dairy,Supplier_I1,East,Small,7/22/2025,Fall,1,1.93,2,1,6.5,0,57,No,No,1,62.6,High,1,0.49,2.675,1.058,19,64,5.94,55.33,0
71435,Snacks,Supplier_I2,Central,Medium,8/13/2025,Summer,17,2.11,28,8,4.18,0,25,No,No,1,56,Low,0,7.69,1.602,1.1,29,75.3,4.63,52.78,0
71436,Dairy,Supplier_P1,East,Medium,7/12/2025,Spring,7,2.74,3,1,2.25,0,16,No,No,1,59.9,High,1,2.46,0.694,0.975,13,64.2,1.97,71.53,0
71437,Bakery,Supplier_R1,South,Small,8/10/2025,Summer,10,3.38,6,1,3.3,0,37,No,Yes,2,88,Medium,1,2.87,0.851,0.807,14,73.8,3.8,53,0
71438,Snacks,Supplier_J1,South,Medium,7/5/2025,Spring,51,4.83,40,6,4.09,0,85,No,No,1,76,Low,0,10.34,0.767,1.172,24,61,4.71,50.15,0
71439,Household,Supplier_C1,South,Medium,6/18/2025,Spring,40,3.47,16,3,3.55,0,73,Yes,No,2,62.2,Medium,0,11.2,0.894,0.988,1,91,3.92,31.57,0
71440,Frozen,Supplier_M1,South,Small,6/6/2025,Winter,61,4.87,34,4,7.03,0,72,No,No,2,64.2,Medium,1,12.27,1.309,1.004,26,91.8,8.36,45.72,0
71441,Dairy,Supplier_D1,West,Large,6/29/2025,Spring,4,2.77,26,4,3.87,0,35,Yes,No,8.5,57.9,Low,1,1.39,1.183,1.015,31,89,3.38,69.16,0
71442,Dairy,Supplier_D2,South,Small,6/21/2025,Summer,11,1.03,8,2,2.89,0,19,No,No,0,49.6,Medium,1,9.73,1.889,0.895,17,77.7,3.29,47.56,0
71443,Dairy,Supplier_O1,East,Small,6/13/2025,Spring,8,0.58,2,2,2.9,0,30,No,No,1,50.5,Medium,1,11.76,2.685,1.148,5,99.6,3.28,61.4,0
71444,Frozen,Supplier_J2,West,Medium,8/8/2025,Spring,31,7.73,26,2,3.26,0,59,No,No,2,77.4,Medium,1,3.96,0.396,1.102,18,68.4,3.79,36.35,0
71445,Snacks,Supplier_X1,Central,Medium,8/20/2025,Winter,44,11.125,28,1,3.65,0,104.5,No,No,1,91.7,High,0,3.33,0.268,0.766,25,64,4.11,56.52,0
71446,Beverages,Supplier_M2,East,Small,6/24/2025,Winter,32,4.2,56,8.5,0.84,0,70,No,Yes,2,69.5,High,0,7.44,0.179,0.816,2,77.7,0.71,35.16,0
71447,Produce,Supplier_F1,North,Small,8/26/2025,Summer,61,11.125,20,1,4.85,0,104.5,No,No,0,81.5,Low,1,5.24,0.403,0.847,13,70.8,5.59,46.3,0
71448,Canned Goods,Supplier_R1,Central,Small,6/7/2025,Winter,38,1.79,9,2,2.18,0,67,No,No,1,65,Low,0,20.11,0.952,0.807,11,70.3,1.87,61.44,0
71449,Household,Supplier_B1,East,Small,8/26/2025,Fall,24,1.3,5,1,4.03,0,33,No,No,0,58.3,High,0,17.14,2.239,0.71,12,97.2,4.34,51.59,0
71450,Beverages,Supplier_B2,West,Small,6/28/2025,Summer,22,3.58,29,3,0.81,0,29,No,No,0,62.4,Low,0,5.98,0.199,0.929,19,82.5,0.89,48.37,0
71451,Beverages,Supplier_L1,North,Large,7/8/2025,Spring,62,11.125,60,2,3.9,0,104.5,No,No,5,100,Low,0,4.23,0.259,1.173,15,61.8,3.94,69.66,0
71452,Meat,Supplier_A1,South,Small,7/31/2025,Winter,36,2.27,5,1,1.23,0,51,Yes,No,1,75.2,High,1,15.19,0.444,0.722,11,95.7,1.06,58.93,0
71453,Dairy,Supplier_F2,East,Large,8/19/2025,Spring,21,5.01,55,5,0.88,0,29,No,No,4,72.3,Medium,1,4.11,0.16,1.242,17,79.6,0.76,53.75,0
71454,Meat,Supplier_Q1,Central,Large,6/2/2025,Winter,36,3.43,21,3,9.765,0,48,No,No,1,65.5,Low,1,10.2,4.168,0.977,17,86.3,10.335,37.98,0
71455,Meat,Supplier_J1,North,Medium,6/26/2025,Summer,25,11.125,23,3,9.765,0,40,No,No,1,66.2,Low,1,7.81,3.447,1.172,24,91.2,10.335,40.71,0
71456,Household,Supplier_X1,North,Medium,6/14/2025,Spring,15,1.77,31,8,2.28,0,33,No,No,2,48.6,Medium,0,8.02,1.004,0.766,34,95.4,1.99,41.8,0
71457,Produce,Supplier_T1,West,Small,6/9/2025,Spring,21,9.16,44,2,2.19,0,92,No,Yes,3,91.5,Medium,1,2.27,0.227,0.812,9,80.6,1.88,46.45,1
71458,Personal Care,Supplier_G1,East,Small,7/31/2025,Winter,13,0.83,7,1,1.63,0,17,No,No,1,52.2,Low,0,13.98,1.226,1.105,24,79.8,1.85,36.03,0
71459,Beverages,Supplier_I1,West,Small,7/11/2025,Winter,10,1.26,8,2,3.77,0,23,No,No,0,51,Low,0,7.35,2.142,1.058,23,83.1,3.75,48.83,0
71460,Snacks,Supplier_I2,North,Medium,7/6/2025,Winter,14,1.46,10,4,4.47,0,30,No,No,1,49.8,Low,0,8.97,2.281,1.1,16,77,5.36,65.61,0
71461,Dairy,Supplier_H2,Central,Small,8/25/2025,Spring,6,5.49,12,2,2.68,0,85,No,No,3,84.2,Medium,1,1.07,0.447,1.095,3,80.1,2.76,38.28,0
71462,Snacks,Supplier_P2,North,Medium,7/24/2025,Winter,11,4.71,60,7,1.01,0,32,Yes,No,0,83.6,Low,0,2.29,0.194,0.94,22,64.3,1.04,50.89,0
71463,Canned Goods,Supplier_R1,South,Small,8/1/2025,Summer,11,3.7,30,4,3.26,0,70,No,No,1,57.3,Low,0,2.89,0.776,0.807,10,81.2,4.04,84.22,0
71464,Household,Supplier_S2,West,Medium,7/31/2025,Spring,63,11.125,60,5,4.44,0,104.5,No,No,6,100,High,0,4.16,0.103,0.983,16,66,4.49,19.46,0
71465,Bakery,Supplier_L2,East,Small,7/10/2025,Spring,31,3.4,3,2,7.34,0,67,No,No,3,69.3,Low,1,8.86,1.882,0.881,30,94.8,7.68,52.01,0
71466,Personal Care,Supplier_U1,South,Medium,6/28/2025,Winter,13,3.26,22,3,5.08,0,30,No,No,8.5,40.1,Medium,0,3.87,1.351,1.262,8,76.3,4.35,90.54,0
71467,Snacks,Supplier_R2,East,Large,6/2/2025,Winter,5,7.86,10,1,6.32,0,37,Yes,No,8.5,71.8,Medium,0,0.63,0.756,0.718,5,91.2,5.77,47.31,0
71468,Meat,Supplier_J1,East,Medium,6/4/2025,Summer,17,1.92,12,2,1.82,0,22,No,Yes,3,67.2,Low,1,8.42,0.752,1.172,23,74.5,2.13,48.61,0
71469,Bakery,Supplier_J1,Central,Large,8/21/2025,Summer,0,0.87,4,2,1.94,0,17,No,No,5,57.6,Medium,1,0,1.416,1.172,25,81.1,1.94,66.58,1
71470,Beverages,Supplier_G2,Central,Medium,8/7/2025,Summer,46,8.51,29,2,1.73,0,74,No,No,1,70.8,Low,0,5.34,0.192,0.74,2,89.8,1.75,51.54,0
71471,Beverages,Supplier_S2,East,Small,6/27/2025,Spring,22,4.06,17,2,3.99,0,38,Yes,No,0,79.8,Low,0,5.29,0.875,0.983,12,78.8,3.44,39,0
71472,Personal Care,Supplier_T1,Central,Medium,8/6/2025,Winter,5,7.17,10,1,1.84,0,65,No,No,6,67.5,High,0,0.69,0.24,0.812,27,82,1.74,45.71,0
71473,Personal Care,Supplier_U1,West,Medium,7/3/2025,Fall,36,2.54,11,3,1.28,0,41,No,No,2,76.1,Low,0,13.64,0.421,1.262,2,67.2,1.52,40.28,0
71474,Frozen,Supplier_D1,East,Small,6/23/2025,Spring,7,2,9,2,2.82,0,36,Yes,No,5,81.8,Low,1,3.33,1.128,1.015,28,76.8,2.57,46.67,1
71475,Produce,Supplier_M2,East,Small,6/15/2025,Fall,15,1.22,8,3,2.59,0,21,Yes,No,3,75.2,Medium,1,11.36,1.506,0.816,34,79.9,3.34,72.68,0
71476,Dairy,Supplier_K1,Central,Medium,7/14/2025,Fall,0,1.81,11,1,5.77,0,45,No,No,0,54.7,Medium,1,0,2.498,0.827,17,74.8,6.84,40.76,1
71477,Meat,Supplier_J1,West,Small,8/1/2025,Fall,49,3.96,4,1,3.96,0,58,No,No,0,56.8,Low,1,12.07,0.888,1.172,14,90.4,3.89,62.37,0
71478,Household,Supplier_N1,Central,Small,8/12/2025,Spring,62,9.93,37,2,0.53,0,104.5,No,No,2,87.5,Low,0,6.18,0.051,1.198,13,69.2,0.45,58.56,0
71479,Meat,Supplier_Q1,North,Small,6/1/2025,Winter,29,0.78,2,3,1.66,0,35,No,No,3,69.3,Low,1,22.535,1.297,0.724,23,96,1.47,44.4,0
71480,Beverages,Supplier_E2,East,Large,7/1/2025,Fall,9,0.68,2,1,1.43,0,30,No,No,1,46.8,Low,0,11.54,1.212,0.724,22,72,1.64,41.88,0
71481,Canned Goods,Supplier_F2,East,Medium,6/15/2025,Fall,11,10.5,59,4,3.87,0,34,No,No,3,69.3,Medium,0,1.04,0.352,1.242,12,63.8,4.51,44.02,1
71482,Snacks,Supplier_B2,East,Medium,8/21/2025,Summer,2,3,13,2,1.6,0,24,No,No,8.5,60.5,Low,0,0.65,0.457,0.929,9,60.4,3.34,73.32,1
71483,Snacks,Supplier_L1,South,Small,8/19/2025,Spring,20,8.08,42,4,6.17,0,104.5,Yes,No,4,88.3,Medium,0,2.44,0.719,1.173,2,88.8,6.98,36.74,1
71484,Dairy,Supplier_L1,North,Small,8/19/2025,Fall,0,1.6,4,2,9.765,0,31,Yes,No,8.5,43.3,Low,1,0,4.277,1.173,34,79.7,10.335,55.58,1
71485,Meat,Supplier_F2,South,Medium,7/28/2025,Winter,25,0.7,4,2,8.19,0,34,No,No,5,53.9,Medium,1,22.535,4.277,1.242,30,80.5,9,27.15,0
71486,Produce,Supplier_W1,East,Small,6/9/2025,Spring,8,2.66,14,3,7.35,0,59,No,No,5,53.5,Low,1,2.9,2.326,1.245,28,89.7,7.82,37.33,0
71487,Beverages,Supplier_B2,North,Small,7/4/2025,Summer,3,0.79,2,4,2.66,0,18,No,No,2,57.7,Low,0,3.37,2.062,0.929,32,76.4,2.71,53,0
71488,Beverages,Supplier_N2,North,Small,7/17/2025,Summer,23,2.53,23,4,2.79,0,49,No,No,0,61.2,Low,0,8.75,0.921,0.872,16,71.9,2.61,60.24,1
71489,Personal Care,Supplier_P2,East,Small,8/17/2025,Fall,10,0.92,9,3,7.35,0,28,No,No,8.5,49.6,Low,0,9.8,4.277,0.94,4,86.1,7.81,48.22,0
71490,Beverages,Supplier_S2,West,Small,8/21/2025,Fall,1,11.125,60,4,4.09,0,104.5,No,No,3,100,Medium,0,0.07,0.276,0.983,5,79.5,3.78,66.71,1
71491,Canned Goods,Supplier_N2,North,Small,7/10/2025,Summer,1,1.79,3,1,4.8,0,39,Yes,No,2,66.4,Low,0,0.53,2.096,0.872,22,71.7,4.61,50.51,0
71492,Frozen,Supplier_I2,Central,Small,8/10/2025,Winter,19,0.72,2,5,2.52,0,24,Yes,Yes,0,67.3,Low,1,22.535,2.066,1.1,30,66.6,2.76,81.24,0
71493,Frozen,Supplier_L1,North,Medium,6/22/2025,Summer,11,0.28,2,1,6.39,0,23,No,No,4,41.1,Low,1,22.535,4.277,1.173,8,69.7,7.75,67.89,0
71494,Snacks,Supplier_I2,West,Large,8/16/2025,Spring,25,7.07,47,4,2.59,0,44,No,No,4,76.2,High,0,3.49,0.342,1.1,10,88.6,3.13,47.89,0
71495,Snacks,Supplier_C1,South,Large,7/27/2025,Summer,14,11.125,60,2,3.53,0,104.5,No,No,8.5,100,High,0,0.37,0.092,0.988,20,93.9,4.39,49.95,1
71496,Dairy,Supplier_I2,East,Medium,6/18/2025,Summer,19,2.48,5,1,5.53,0,34,No,No,1,56.9,Low,1,7.36,1.856,1.1,33,80.1,5.29,60.78,0
71497,Household,Supplier_J1,South,Small,7/21/2025,Summer,10,1.72,8,1,1.6,0,36,No,Yes,1,67,Low,0,5.49,0.721,1.172,33,87,1.38,30.62,0
71498,Bakery,Supplier_J1,Central,Large,7/27/2025,Summer,0,3.14,6,1,1.66,0,27,No,No,8,67.4,High,1,0,0.456,1.172,32,72,1.48,34.77,1
71499,Beverages,Supplier_D2,West,Medium,8/18/2025,Winter,25,2.91,59,8.5,1.88,0,35,No,No,0,62.2,Medium,0,8.31,0.551,0.895,13,97.9,2.21,55.61,1
71500,Frozen,Supplier_K2,East,Small,6/25/2025,Summer,12,9.27,26,2,7.37,0,58,No,No,2,79.5,Low,1,1.28,0.754,1.167,27,63.7,9.16,26.65,1
71501,Bakery,Supplier_A1,East,Small,7/16/2025,Winter,13,0.74,2,1,1.57,0,19,No,No,1,56.1,Low,1,15.48,1.266,0.722,12,97.6,1.35,64.77,0
71502,Snacks,Supplier_R1,East,Medium,7/14/2025,Winter,63,11.125,60,2,1.93,0,104.5,Yes,No,5,100,Medium,0,2.85,0.078,0.807,21,96.4,1.92,50.89,0
71503,Produce,Supplier_K1,Central,Medium,8/16/2025,Summer,9,2.45,5,1,4.47,0,28,No,No,1,67,Low,1,3.53,1.515,0.827,18,83.4,4.14,49.27,1
71504,Produce,Supplier_O1,West,Medium,7/24/2025,Spring,63,3.78,41,5,4.86,0,79,No,No,3,67.6,Low,1,16.49,1.136,1.148,26,69.8,4.87,58.59,0
71505,Personal Care,Supplier_X1,South,Small,6/6/2025,Fall,18,2.04,13,2,1,0,22,No,No,0,60.2,Medium,0,8.41,0.394,0.766,1,67.5,0.91,56.81,0
71506,Bakery,Supplier_D1,West,Medium,8/12/2025,Spring,9,1.21,3,3,2.91,0,25,No,No,0,69.2,Medium,1,6.87,1.702,1.015,30,98.1,3.27,45.02,0
71507,Dairy,Supplier_M2,South,Large,7/25/2025,Winter,13,3.23,14,3,5.93,0,22,No,Yes,0,70.2,Low,1,3.9,1.59,0.816,4,98,6.96,87.94,0
71508,Personal Care,Supplier_L1,North,Medium,6/23/2025,Fall,3,4.66,60,8,4.03,0,84,No,No,1,66.3,Low,0,0.63,0.781,1.173,28,95.2,4.71,55.8,1
71509,Meat,Supplier_J2,Central,Large,8/4/2025,Fall,36,11.125,60,2,0.78,0,103,Yes,No,8,100,Medium,1,2.43,0.051,1.102,13,70.8,0.94,40.43,0
71510,Produce,Supplier_Q2,South,Small,6/2/2025,Spring,4,1.73,9,2,4.46,0,46,No,No,2,48.8,Low,1,2.19,2,1.123,20,95.3,5.34,42.77,0
71511,Beverages,Supplier_Y1,Central,Medium,8/28/2025,Fall,63,11.125,11,1,1.59,0,81,No,No,0,90.5,Medium,0,5.96,0.133,0.977,14,65,1.96,50.92,0
71512,Produce,Supplier_M2,North,Large,7/16/2025,Fall,55,11.125,52,3,4.55,0,77,No,No,2,92.8,Medium,1,4.41,0.353,0.816,30,99,4.42,56.37,0
71513,Beverages,Supplier_P2,South,Medium,6/10/2025,Summer,0,2.79,4,2,1.05,0,29,No,No,2,52.6,Medium,0,0,0.319,0.94,31,88.3,0.89,44.74,1
71514,Produce,Supplier_M2,Central,Large,7/20/2025,Fall,10,4.08,20,3,2.19,0,47,Yes,No,1,97.8,Medium,1,2.39,0.478,0.816,22,97.5,2.11,46.46,0
71515,Produce,Supplier_E2,East,Medium,7/19/2025,Winter,7,3.47,4,1,3.97,0,31,No,No,1,70.2,Medium,1,1.96,1,0.724,10,79.5,4.92,27.17,0
71516,Meat,Supplier_X1,East,Large,8/28/2025,Summer,12,1.9,2,1,9.765,0,18,Yes,Yes,5,78.4,Medium,1,6,4.088,0.766,6,72.3,8.41,48.29,0
71517,Beverages,Supplier_V1,South,Small,6/26/2025,Spring,8,0.22,2,1,3.88,0,20,Yes,No,1,52,Low,0,22.535,4.277,1.08,1,80.1,4.26,64.22,0
71518,Dairy,Supplier_I2,Central,Small,7/14/2025,Spring,27,1.66,3,1,7.85,0,32,No,No,1,72.9,Low,1,15.34,3.634,1.1,34,96.4,9.81,31.78,0
71519,Produce,Supplier_B1,South,Small,7/12/2025,Spring,0,1.22,2,1,1.13,0,23,No,No,8.5,72.4,Low,1,0,0.657,0.71,34,82.7,1.03,43.82,1
71520,Personal Care,Supplier_W1,Central,Large,7/1/2025,Fall,30,1.37,2,1,2.02,0,36,Yes,No,5,61.3,Low,0,20.41,1.08,1.245,10,60.2,2.01,44.51,0
71521,Canned Goods,Supplier_D1,North,Small,7/24/2025,Winter,29,1.02,2,2,5.16,0,31,No,No,0,51.5,Medium,0,22.535,3.395,1.015,12,79.5,6.4,29.11,0
71522,Snacks,Supplier_D1,West,Small,7/25/2025,Summer,23,6.67,33,4,6.57,0,51,Yes,No,1,77.5,Medium,0,3.4,0.916,1.015,20,100,5.78,58.92,0
71523,Produce,Supplier_R2,East,Medium,6/13/2025,Fall,16,6.56,46,5,2.23,0,62,No,No,2,66.7,Medium,1,2.4,0.316,0.718,12,75.5,2.33,77.05,0
